,trackName,artistName,albumName,populartySong,genres,populartyArtist
949,Håkan Hellström,2 steg från paradise,Jag vet vilken dy hon varit i,63,"['classic swedish pop', 'gothenburg indie', 'swedish indie rock', 'swedish pop']",60
950,Pantera,Cowboys from Hell,Cowboys from Hell,74,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'texas metal']",66
951,Jenny Berggren,Så mycket bättre - Niklas Strömstedts dag,Come,25,['swedish pop'],13
952,Imagine Dragons,Night Visions,I Don't Mind,88,"['modern rock', 'rock']",86
953,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,Before It's Too Late,75,"['neo mellow', 'permanent wave', 'pop rock']",70
954,MisterWives,Our Own House,Reflections,71,"['electropop', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'pop rock']",60
955,LIAMOO,Broken Hearted,Broken Hearted,58,"['swedish idol pop', 'swedish pop']",52
956,Bastille,Bad Blood,These Streets,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
957,Dan Caplen,Love Me the Same,Love Me the Same,74,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",67
958,Mac Miller,Donald Trump - Single,Donald Trump,83,"['hip hop', 'pittsburgh rap', 'rap']",82
959,Of Monsters and Men,My Head Is An Animal,Little Talks,81,"['folk-pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",67
